"행정구역","2019년04월_계_총인구수","2019년04월_계_연령구간인구수","2019년04월_계_0~9세","2019년04월_계_10~19세","2019년04월_계_20~29세","2019년04월_계_30~39세","2019년04월_계_40~49세","2019년04월_계_50~59세","2019년04월_계_60~69세","2019년04월_계_70~79세","2019년04월_계_80~89세","2019년04월_계_90~99세","2019년04월_계_100세 이상"
"전국  (0000000000)","51,836,763","51,836,763","4,252,921","5,068,750","6,815,660","7,198,993","8,438,563","8,658,999","6,070,217","3,524,973","1,567,865","220,388","19,434"
"서울특별시  (1100000000)","9,766,886","9,766,886","680,098","843,949","1,458,045","1,535,973","1,579,826","1,549,531","1,159,875","667,968","247,754","37,855","6,012"
"부산광역시  (2600000000)","3,431,750","3,431,750","248,549","291,745","441,953","447,924","522,444","590,864","494,077","276,664","102,489","13,323","1,718"
"대구광역시  (2700000000)","2,454,154","2,454,154","192,597","245,182","328,309","313,937","399,715","431,461","297,457","166,821","69,727","8,298","650"
"인천광역시  (2800000000)","2,956,700","2,956,700","248,107","288,855","409,266","429,231","492,213","516,940","323,497","166,561","70,374","10,797","859"
"광주광역시  (2900000000)","1,458,940","1,458,940","129,244","169,087","206,651","197,954","245,937","232,778","147,936","87,809","36,134","5,032","378"
"대전광역시  (3000000000)","1,485,509","1,485,509","126,303","157,801","213,885","205,895","246,611","244,338","162,156","85,768","37,208","5,218","326"
"울산광역시  (3100000000)","1,152,293","1,152,293","106,946","119,309","151,514","164,088","192,791","211,282","128,127","54,950","20,345","2,781","160"
"세종특별자치시  (3600000000)","324,417","324,417","45,618","37,984","34,845","59,706","60,619","39,997","25,344","12,826","6,444","979","55"
"경기도  (4100000000)","13,129,508","13,129,508","1,200,597","1,373,979","1,754,439","1,940,021","2,285,992","2,170,600","1,327,051","718,326","309,784","44,976","3,743"
"강원도  (4200000000)","1,540,794","1,540,794","111,278","147,872","181,271","173,485","231,350","271,670","212,545","136,287","64,455","9,832","749"
"충청북도  (4300000000)","1,599,488","1,599,488","132,016","157,987","200,429","203,465","246,165","273,262","198,738","118,363","60,461","8,056","546"
"충청남도  (4400000000)","2,125,912","2,125,912","186,524","211,490","247,176","285,662","329,783","340,549","252,582","164,559","94,159","12,616","812"
"전라북도  (4500000000)","1,829,273","1,829,273","141,184","187,390","215,583","204,252","278,583","305,612","236,060","162,419","85,484","11,923","783"
"전라남도  (4600000000)","1,873,183","1,873,183","142,949","180,002","203,878","200,761","269,034","319,797","249,472","191,037","101,881","13,581","791"
"경상북도  (4700000000)","2,670,375","2,670,375","204,935","241,542","296,155","315,047","395,784","468,033","371,092","235,602","124,577","16,713","895"
"경상남도  (4800000000)","3,368,933","3,368,933","292,679","341,522","390,403","434,824","548,317","582,708","413,205","234,962","114,687","14,926","700"
"제주특별자치도  (5000000000)","668,648","668,648","63,297","73,054","81,858","86,768","113,399","109,577","71,003","44,051","21,902","3,482","257"
